chave_unica;empresa;codigo;descricao;descricao_padrao;tipo_categoria;conta_inativa;definida_pelo_usuario;id_conta_contabil;tag_conta_contabil;conta_despesa;conta_receita;nao_exibir;natureza;totalizadora;transferencia;codigo_dre;categoria_superior
Alldax 1_2.08.98;Alldax 1;2.08.98;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.08
Alldax 1_2.08.99;Alldax 1;2.08.99;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.08
Alldax 1_2.09;Alldax 1;2.09;Serviços Profissionais;Devoluções de Vendas;;N;N;;;S;N;N;;S;N;;2
Alldax 1_2.09.01;Alldax 1;2.09.01;Escritório Contábil;Devoluções de Vendas de Mercadoria;;N;N;;;S;N;N;;N;N;2.11.02;2.09
Alldax 1_2.09.02;Alldax 1;2.09.02;Empresa Facilitadora de Estágio;Devoluções de Vendas de Serviços Prestados;;N;N;;;S;N;N;;N;N;2.11.02;2.09
Alldax 1_2.09.03;Alldax 1;2.09.03;Honorários Contábeis;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.09
Alldax 1_2.09.04;Alldax 1;2.09.04;Consultoria Empresarial;"&lt;Disponível&gt;";;N;S;3.2.3.04.00040;CONSULTORIA/ASSESSORIA;S;N;N;;N;N;2.11.02;2.09
Alldax 1_2.09.05;Alldax 1;2.09.05;Honorários Advocatícios;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.09
Alldax 1_2.09.97;Alldax 1;2.09.97;Serviços de Assessoria Jurídicas;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.09
Alldax 1_2.09.98;Alldax 1;2.09.98;Indicação de Serviços;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.09
Alldax 1_2.09.99;Alldax 1;2.09.99;Despachante;"&lt;Disponível&gt;";;N;N;;;S;N;N;;N;N;2.11.02;2.09
Alldax 1_2.10;Alldax 1;2.10;CMV Holpemed;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Alldax 1_2.10.99;Alldax 1;2.10.99;Fornecedores;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.10
Alldax 1_2.11;Alldax 1;2.11;CSP Alldax;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Alldax 1_2.11.98;Alldax 1;2.11.98;Comissão ALLDAX Consultoria;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.11
Alldax 1_2.11.99;Alldax 1;2.11.99;Comissão ALLDAX Honorários;"&lt;Disponível&gt;";;N;S;3.2.3.04.00008;HONORÁRIOS CONTÁBEIS;S;N;N;;N;N;1.21.02;2.11
Alldax 1_2.12;Alldax 1;2.12;CSP Grupo Hórus;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Alldax 1_2.12.96;Alldax 1;2.12.96;Responsabilidade Técnica;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.12
Alldax 1_2.12.97;Alldax 1;2.12.97;Comissão Hórus;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.12
Alldax 1_2.12.98;Alldax 1;2.12.98;Exames Ecografia;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.12
Alldax 1_2.12.99;Alldax 1;2.12.99;Repasse Médico;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.12
Alldax 1_2.13;Alldax 1;2.13;Holding (Entrada x Saídas);"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Alldax 1_2.13.98;Alldax 1;2.13.98;Distribuições de Lucros;"&lt;Disponível&gt;";;N;S;4.2.1.02.00001;PARTICIPAÇÃO NOS LUCROS - ADMINISTRADORES;S;N;N;;N;N;;2.13
Alldax 1_2.13.99;Alldax 1;2.13.99;Saídas Hoding;"&lt;Disponível&gt;";;N;S;4.2.1.02.00001;PARTICIPAÇÃO NOS LUCROS - ADMINISTRADORES;S;N;N;;N;N;;2.13
Alldax 1_2.14;Alldax 1;2.14;Despesas Financeiras;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Alldax 1_2.14.86;Alldax 1;2.14.86;Taxa operadora de cartão;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.14
Alldax 1_2.14.87;Alldax 1;2.14.87;IOF;"&lt;Disponível&gt;";;N;S;2.1.2.01.00011;PROVISÃO PARA IOF;S;N;N;;N;N;2.11.03;2.14
Alldax 1_2.14.88;Alldax 1;2.14.88;Tarifas Bancárias;"&lt;Disponível&gt;";;N;S;3.2.2.01.00010;TARIFAS BANCARIAS;S;N;N;;N;N;2.11.03;2.14
Alldax 1_2.14.89;Alldax 1;2.14.89;Não Identificado;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Alldax 1_2.14.90;Alldax 1;2.14.90;Empréstimos Consórcio de Veículos;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Alldax 1_2.14.91;Alldax 1;2.14.91;Juros;"&lt;Disponível&gt;";;N;S;3.2.2.01.00001;JUROS PASSIVOS;S;N;N;;N;N;2.11.03;2.14
Alldax 1_2.14.92;Alldax 1;2.14.92;Prejuízos com Clientes;"&lt;Disponível&gt;";;N;S;3.2.1.07.00001;CRÉDITOS VENCIDOS E NÃO LIQUIDADOS;S;N;N;;N;N;2.11.03;2.14
Alldax 1_2.14.93;Alldax 1;2.14.93;Devolução Tax All;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Alldax 1_2.14.94;Alldax 1;2.14.94;Multas de Mora;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Alldax 1_2.14.95;Alldax 1;2.14.95;Consórcios de Imóveis;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Alldax 1_2.14.96;Alldax 1;2.14.96;Consórcios de Veículos;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Alldax 1_2.14.97;Alldax 1;2.14.97;Saídas - Empréstimos Não Bancários;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Alldax 1_2.14.98;Alldax 1;2.14.98;Saídas - Empréstimos Bancários;"&lt;Disponível&gt;";;N;S;3.2.2.01.00001;JUROS PASSIVOS;S;N;N;;N;N;2.11.03;2.14
Alldax 1_2.14.99;Alldax 1;2.14.99;Aplicações Financeiras;"&lt;Disponível&gt;";;N;S;3.2.2.01.00010;TARIFAS BANCARIAS;S;N;N;;N;N;2.11.03;2.14
Alldax 1_2.15;Alldax 1;2.15;Investimento;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Alldax 1_2.15.95;Alldax 1;2.15.95;Aparelho Celular;"&lt;Disponível&gt;";;N;N;;;S;N;N;;N;N;3.01.01;2.15
Alldax 1_2.15.96;Alldax 1;2.15.96;Obra;"&lt;Disponível&gt;";;N;S;1.1.1.01.00003;**LANÇ. A IDENTIFICAR;S;N;N;;N;N;3.01.01;2.15
Alldax 1_2.15.97;Alldax 1;2.15.97;Imobiliário;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;3.01.01;2.15
Alldax 1_2.15.98;Alldax 1;2.15.98;Móveis e Utensílios - Aquisição;"&lt;Disponível&gt;";;N;S;1.2.4.02.00001;MÓVEIS E UTENSÍLIOS;S;N;N;;N;N;3.01.01;2.15
Alldax 1_2.15.99;Alldax 1;2.15.99;Computadores;"&lt;Disponível&gt;";;N;S;1.2.4.03.00001;MÁQUINAS E EQUIPAMENTOS;S;N;N;;N;N;3.01.01;2.15
Alldax 1_2.16;Alldax 1;2.16;Distribuições;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Alldax 1_2.16.98;Alldax 1;2.16.98;Mútuo Financeiro - Entradas;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.16
Alldax 1_2.16.99;Alldax 1;2.16.99;Distribuições de Lucro;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.16
Alldax 1_2.17;Alldax 1;2.17;Contas em Trânsito - Saídas;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Alldax 1_2.17.88;Alldax 1;2.17.88;Pagamento de contas - CSC;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.17
Alldax 1_2.17.89;Alldax 1;2.17.89;Pagamento Indevido;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.01.01;2.17
Alldax 1_2.17.90;Alldax 1;2.17.90;Devolução de Pagamento Indevido;"&lt;Disponível&gt;";;N;S;1.1.1.01.00003;**LANÇ. A IDENTIFICAR;S;N;N;;N;N;2.01.01;2.17
Alldax 1_2.17.91;Alldax 1;2.17.91;Transferência entre Contas - Saída;"&lt;Disponível&gt;";;N;S;1.1.1.01.00003;**LANÇ. A IDENTIFICAR;S;N;N;;N;N;;2.17
Alldax 1_2.17.92;Alldax 1;2.17.92;Débito -  Acerto Devolução de DOC/TED;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.17
Alldax 1_2.17.93;Alldax 1;2.17.93;Devolução de Recebimento Indevido;"&lt;Disponível&gt;";;N;S;2.1.4.06.00001;RECEBIMENTO INDEVIDO DE CLIENTES;S;N;N;;N;N;;2.17
Alldax 1_2.17.94;Alldax 1;2.17.94;Débito Cheque Devolvido;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.17
Alldax 1_2.17.95;Alldax 1;2.17.95;Deslocamentos UBER/Taxa (não proprio);"&lt;Disponível&gt;";;S;S;;;S;N;S;;N;N;;2.17
Alldax 1_2.17.96;Alldax 1;2.17.96;Cartórios (não proprio);"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.17
Alldax 1_2.17.97;Alldax 1;2.17.97;Taxas da Junta Comercial (não própria);"&lt;Disponível&gt;";;S;S;;;S;N;S;;N;N;;2.17
Alldax 1_2.17.98;Alldax 1;2.17.98;Pagamento de Contas de Clientes;"&lt;Disponível&gt;";;N;S;1.1.1.01.00003;**LANÇ. A IDENTIFICAR;S;N;N;;N;N;;2.17
Alldax 1_2.17.99;Alldax 1;2.17.99;Aplicações Financeiras - Outros;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.17
Alldax 1_2.18;Alldax 1;2.18;Despesas Comerciais;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;Brindes e Eventos;S;N;;2
Alldax 1_2.18.97;Alldax 1;2.18.97;Parcerias Comerciais;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.18
Alldax 1_2.18.98;Alldax 1;2.18.98;Eventos com Clientes;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.01.01;2.18
Alldax 1_2.18.99;Alldax 1;2.18.99;Brindes a Clientes;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.01.01;2.18
Alldax 1_2.19;Alldax 1;2.19;Cartão de Crédito;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Alldax 1_2.19.99;Alldax 1;2.19.99;Cartão de Crédito;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.01.01;2.19
Alldax 1_2.20;Alldax 1;2.20;Compra;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Alldax 1_2.20.99;Alldax 1;2.20.99;Doação;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.01.01;2.20
Alldax 1_2.21;Alldax 1;2.21;Aporte;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Alldax 1_2.21.99;Alldax 1;2.21.99;Devolução de Aporte;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.21
Alldax 1_2.22;Alldax 1;2.22;Provisórios;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Alldax 1_2.22.99;Alldax 1;2.22.99;A CLASSIFICAR;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.03;2.22
Alldax 1_2.23;Alldax 1;2.23;Triangulação - CSC - Saida;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Alldax 1_2.23.99;Alldax 1;2.23.99;CSC - Triangulação - Saida;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.23
Gran_Ilha_0.01;Gran_Ilha;0.01;Transferência;Transferência;;N;N;;;N;N;S;;S;S;;0
Gran_Ilha_0.01.01;Gran_Ilha;0.01.01;Entrada de Transferência;Entrada de Transferência;;N;N;;;N;S;S;;N;S;;0.01
Gran_Ilha_0.01.02;Gran_Ilha;0.01.02;Saída de Transferência;Saída de Transferência;;N;N;;;S;N;S;;N;S;;0.01
Gran_Ilha_1.01;Gran_Ilha;1.01;Vendas;Receitas Diretas;;N;N;;;N;S;N;;S;N;;1
